contract_id,lane_calc,rating_zone,from_loccode,from_city,from_state,from_zip,from_country,to_loccode,to_city,to_state,to_zip,to_country,scac,service,mode,break_1_field,break_1_min,break_1_max,break_2_field,break_2_min,break_2_max,rate_field,rate_calc,rate,accessorial1_field,accessorial1_calc,accessorial1_rate,total_min,total_max,max_stops,transit_method,transit_value
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,4,4.9999,,,,,Flat,15.95,,,,15.95,15.95,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,5,5.9999,,,,,Flat,16.79,,,,16.79,16.79,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,6,6.9999,,,,,Flat,17.96,,,,17.96,17.96,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,7,7.9999,,,,,Flat,19.7,,,,19.7,19.7,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,8,8.9999,,,,,Flat,20.75,,,,20.75,20.75,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,9,9.9999,,,,,Flat,22.3,,,,22.3,22.3,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,10,10.9999,,,,,Flat,23.1,,,,23.1,23.1,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,11,11.9999,,,,,Flat,23.49,,,,23.49,23.49,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,12,12.9999,,,,,Flat,25.48,,,,25.48,25.48,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,13,13.9999,,,,,Flat,25.83,,,,25.83,25.83,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,14,14.9999,,,,,Flat,26.87,,,,26.87,26.87,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,15,15.9999,,,,,Flat,27.29,,,,27.29,27.29,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,16,16.9999,,,,,Flat,28.09,,,,28.09,28.09,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,17,17.9999,,,,,Flat,28.99,,,,28.99,28.99,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,18,18.9999,,,,,Flat,31.44,,,,31.44,31.44,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,19,19.9999,,,,,Flat,32.99,,,,32.99,32.99,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,20,20.9999,,,,,Flat,34.37,,,,34.37,34.37,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,21,21.9999,,,,,Flat,35.84,,,,35.84,35.84,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,22,22.9999,,,,,Flat,36.94,,,,36.94,36.94,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,23,23.9999,,,,,Flat,40.04,,,,40.04,40.04,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,24,24.9999,,,,,Flat,41.53,,,,41.53,41.53,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,25,25.9999,,,,,Flat,42.76,,,,42.76,42.76,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,26,26.9999,,,,,Flat,44.15,,,,44.15,44.15,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,27,27.9999,,,,,Flat,45.59,,,,45.59,45.59,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,28,28.9999,,,,,Flat,47.09,,,,47.09,47.09,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,29,29.9999,,,,,Flat,48.22,,,,48.22,48.22,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,30,30.9999,,,,,Flat,49.69,,,,49.69,49.69,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,31,31.9999,,,,,Flat,51.06,,,,51.06,51.06,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,32,32.9999,,,,,Flat,52.47,,,,52.47,52.47,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,33,33.9999,,,,,Flat,53.48,,,,53.48,53.48,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,34,34.9999,,,,,Flat,55.3,,,,55.3,55.3,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,35,35.9999,,,,,Flat,56.55,,,,56.55,56.55,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,36,36.9999,,,,,Flat,57.93,,,,57.93,57.93,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,37,37.9999,,,,,Flat,59.15,,,,59.15,59.15,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,38,38.9999,,,,,Flat,60.69,,,,60.69,60.69,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,39,39.9999,,,,,Flat,61.88,,,,61.88,61.88,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,40,40.9999,,,,,Flat,63.1,,,,63.1,63.1,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,41,41.9999,,,,,Flat,64.25,,,,64.25,64.25,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,42,42.9999,,,,,Flat,65.39,,,,65.39,65.39,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,43,43.9999,,,,,Flat,66.68,,,,66.68,66.68,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,44,44.9999,,,,,Flat,67.83,,,,67.83,67.83,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,45,45.9999,,,,,Flat,69.08,,,,69.08,69.08,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,46,46.9999,,,,,Flat,70.28,,,,70.28,70.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,47,47.9999,,,,,Flat,71.4,,,,71.4,71.4,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,48,48.9999,,,,,Flat,72.54,,,,72.54,72.54,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,49,49.9999,,,,,Flat,73.76,,,,73.76,73.76,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,50,50.9999,,,,,Flat,73.99,,,,73.99,73.99,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,51,51.9999,,,,,Flat,74.39,,,,74.39,74.39,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,52,52.9999,,,,,Flat,75.35,,,,75.35,75.35,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,53,53.9999,,,,,Flat,76.28,,,,76.28,76.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,54,54.9999,,,,,Flat,77.28,,,,77.28,77.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,55,55.9999,,,,,Flat,78.36,,,,78.36,78.36,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,56,56.9999,,,,,Flat,79.39,,,,79.39,79.39,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,57,57.9999,,,,,Flat,80.46,,,,80.46,80.46,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,58,58.9999,,,,,Flat,81.28,,,,81.28,81.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,59,59.9999,,,,,Flat,82.04,,,,82.04,82.04,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,60,60.9999,,,,,Flat,82.59,,,,82.59,82.59,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,61,61.9999,,,,,Flat,83.49,,,,83.49,83.49,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,62,62.9999,,,,,Flat,84.25,,,,84.25,84.25,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,63,63.9999,,,,,Flat,84.89,,,,84.89,84.89,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,64,64.9999,,,,,Flat,85.49,,,,85.49,85.49,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,65,65.9999,,,,,Flat,86.08,,,,86.08,86.08,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,66,66.9999,,,,,Flat,86.7,,,,86.7,86.7,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,67,67.9999,,,,,Flat,86.86,,,,86.86,86.86,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,68,68.9999,,,,,Flat,87.24,,,,87.24,87.24,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,69,69.9999,,,,,Flat,87.74,,,,87.74,87.74,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,70,70.9999,,,,,Flat,88.03,,,,88.03,88.03,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,71,71.9999,,,,,Flat,89.28,,,,89.28,89.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,72,72.9999,,,,,Flat,90.38,,,,90.38,90.38,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,73,73.9999,,,,,Flat,91.59,,,,91.59,91.59,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,74,74.9999,,,,,Flat,93.29,,,,93.29,93.29,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,75,75.9999,,,,,Flat,94.88,,,,94.88,94.88,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,76,76.9999,,,,,Flat,96.37,,,,96.37,96.37,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,77,77.9999,,,,,Flat,97.52,,,,97.52,97.52,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,78,78.9999,,,,,Flat,98.55,,,,98.55,98.55,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,79,79.9999,,,,,Flat,100,,,,100,100,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,80,80.9999,,,,,Flat,101.37,,,,101.37,101.37,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,81,81.9999,,,,,Flat,102.1,,,,102.1,102.1,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,82,82.9999,,,,,Flat,103.92,,,,103.92,103.92,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,83,83.9999,,,,,Flat,104.53,,,,104.53,104.53,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,84,84.9999,,,,,Flat,106.46,,,,106.46,106.46,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,85,85.9999,,,,,Flat,108.14,,,,108.14,108.14,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,86,86.9999,,,,,Flat,109.95,,,,109.95,109.95,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,87,87.9999,,,,,Flat,111.31,,,,111.31,111.31,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,88,88.9999,,,,,Flat,113.03,,,,113.03,113.03,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,89,89.9999,,,,,Flat,114.74,,,,114.74,114.74,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,90,90.9999,,,,,Flat,115.49,,,,115.49,115.49,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,91,91.9999,,,,,Flat,115.52,,,,115.52,115.52,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,92,92.9999,,,,,Flat,115.54,,,,115.54,115.54,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,93,93.9999,,,,,Flat,115.56,,,,115.56,115.56,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,94,94.9999,,,,,Flat,116.82,,,,116.82,116.82,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,95,95.9999,,,,,Flat,118.34,,,,118.34,118.34,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,96,96.9999,,,,,Flat,119.66,,,,119.66,119.66,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,97,97.9999,,,,,Flat,121.44,,,,121.44,121.44,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,98,98.9999,,,,,Flat,122.89,,,,122.89,122.89,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,99,99.9999,,,,,Flat,124.4,,,,124.4,124.4,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,100,100.9999,,,,,Flat,126.18,,,,126.18,126.18,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,101,101.9999,,,,,Flat,127.93,,,,127.93,127.93,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,102,102.9999,,,,,Flat,129.55,,,,129.55,129.55,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,103,103.9999,,,,,Flat,130.82,,,,130.82,130.82,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,104,104.9999,,,,,Flat,132.18,,,,132.18,132.18,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,105,105.9999,,,,,Flat,133.5,,,,133.5,133.5,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,106,106.9999,,,,,Flat,134.82,,,,134.82,134.82,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,107,107.9999,,,,,Flat,136.19,,,,136.19,136.19,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,108,108.9999,,,,,Flat,137.51,,,,137.51,137.51,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,109,109.9999,,,,,Flat,138.83,,,,138.83,138.83,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,110,110.9999,,,,,Flat,140.12,,,,140.12,140.12,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,111,111.9999,,,,,Flat,141.45,,,,141.45,141.45,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,112,112.9999,,,,,Flat,142.81,,,,142.81,142.81,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,113,113.9999,,,,,Flat,144.09,,,,144.09,144.09,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,114,114.9999,,,,,Flat,145.48,,,,145.48,145.48,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,115,115.9999,,,,,Flat,146.82,,,,146.82,146.82,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,116,116.9999,,,,,Flat,147.86,,,,147.86,147.86,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,117,117.9999,,,,,Flat,149.18,,,,149.18,149.18,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,118,118.9999,,,,,Flat,150.53,,,,150.53,150.53,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,119,119.9999,,,,,Flat,151.81,,,,151.81,151.81,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,120,120.9999,,,,,Flat,153.21,,,,153.21,153.21,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,121,121.9999,,,,,Flat,154.28,,,,154.28,154.28,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,122,122.9999,,,,,Flat,155.61,,,,155.61,155.61,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,123,123.9999,,,,,Flat,156.9,,,,156.9,156.9,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,124,124.9999,,,,,Flat,158.32,,,,158.32,158.32,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,125,125.9999,,,,,Flat,159.64,,,,159.64,159.64,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,126,126.9999,,,,,Flat,160.67,,,,160.67,160.67,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,127,127.9999,,,,,Flat,161.99,,,,161.99,161.99,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,128,128.9999,,,,,Flat,163.4,,,,163.4,163.4,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,129,129.9999,,,,,Flat,164.79,,,,164.79,164.79,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,130,130.9999,,,,,Flat,166.05,,,,166.05,166.05,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,131,131.9999,,,,,Flat,167.12,,,,167.12,167.12,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,132,132.9999,,,,,Flat,168.44,,,,168.44,168.44,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,133,133.9999,,,,,Flat,169.77,,,,169.77,169.77,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,134,134.9999,,,,,Flat,171.19,,,,171.19,171.19,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,135,135.9999,,,,,Flat,172.59,,,,172.59,172.59,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,136,136.9999,,,,,Flat,174.02,,,,174.02,174.02,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,137,137.9999,,,,,Flat,175.25,,,,175.25,175.25,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,138,138.9999,,,,,Flat,176.83,,,,176.83,176.83,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,139,139.9999,,,,,Flat,178.31,,,,178.31,178.31,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,140,140.9999,,,,,Flat,179.75,,,,179.75,179.75,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,141,141.9999,,,,,Flat,181.1,,,,181.1,181.1,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,142,142.9999,,,,,Flat,182.56,,,,182.56,182.56,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,143,143.9999,,,,,Flat,184.04,,,,184.04,184.04,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,144,144.9999,,,,,Flat,185.44,,,,185.44,185.44,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,145,145.9999,,,,,Flat,186.91,,,,186.91,186.91,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,146,146.9999,,,,,Flat,188.33,,,,188.33,188.33,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,147,147.9999,,,,,Flat,189.8,,,,189.8,189.8,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,148,148.9999,,,,,Flat,191.3,,,,191.3,191.3,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,149,149.9999,,,,,Flat,192.67,,,,192.67,192.67,1,Service Days,3
UPSGND,ZONE,5,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,150,150.9999,,,,,Flat,199.06,,,,199.06,199.06,1,Service Days,3
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,1,1.9999,,,,,Flat,13.7,,,,13.7,13.7,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,2,2.9999,,,,,Flat,14.6,,,,14.6,14.6,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,3,3.9999,,,,,Flat,15.16,,,,15.16,15.16,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,4,4.9999,,,,,Flat,18.31,,,,18.31,18.31,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,5,5.9999,,,,,Flat,19.35,,,,19.35,19.35,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,6,6.9999,,,,,Flat,21.33,,,,21.33,21.33,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,7,7.9999,,,,,Flat,21.91,,,,21.91,21.91,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,8,8.9999,,,,,Flat,22.49,,,,22.49,22.49,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,9,9.9999,,,,,Flat,22.89,,,,22.89,22.89,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,10,10.9999,,,,,Flat,26.43,,,,26.43,26.43,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,11,11.9999,,,,,Flat,28.87,,,,28.87,28.87,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,12,12.9999,,,,,Flat,30.61,,,,30.61,30.61,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,13,13.9999,,,,,Flat,32.02,,,,32.02,32.02,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,14,14.9999,,,,,Flat,33.81,,,,33.81,33.81,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,15,15.9999,,,,,Flat,35.6,,,,35.6,35.6,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,16,16.9999,,,,,Flat,37.01,,,,37.01,37.01,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,17,17.9999,,,,,Flat,39.07,,,,39.07,39.07,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,18,18.9999,,,,,Flat,40.8,,,,40.8,40.8,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,19,19.9999,,,,,Flat,42.64,,,,42.64,42.64,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,20,20.9999,,,,,Flat,44.6,,,,44.6,44.6,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,21,21.9999,,,,,Flat,46.54,,,,46.54,46.54,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,22,22.9999,,,,,Flat,48.6,,,,48.6,48.6,1,Service Days,4
UPSGND,ZONE,6,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,23,23.9999,,,,,Flat,50.53,,,,50.53,50.53,1,Service Days,4
